marca;modelo;ano;tipo_carroceria;tipo_combustivel;transmissão;quilometragem;preço;condição;estado;uf;pais;idade;km_ano
BMW;X5;2012;SUV;Petrol;Manual;217274;1442,00;salvage;Cape Town;NW;South Africa;13;16713,38
Volkswagen;Jetta;2015;Convertible;Diesel;DCT;125335;3536,00;excellent;St. Anthony;NT;Australia;10;12533,50
Chevrolet;Trax;2020;Hatchback;Petrol;DCT;97015;7007,00;good;Jammu;PB;India;5;19403,00
Mahindra;Bolero;2018;Van;Diesel;Manual;116910;4464,00;good;Eichstätt;MV;Germany;7;16701,43
Maruti;Baleno;2020;Convertible;Petrol;Automatic;129035;8135,00;excellent;横浜市南区;Okinawa;Japan;5;25807,00
Audi;Q5;2014;Crossover;CNG;Manual;117638;3679,00;good;Bloemfontein;FS;South Africa;11;10694,36
Chevrolet;Equinox;2015;MPV;Petrol;Manual;151759;3360,00;good;利島村;Kyoto;Japan;10;15175,90
Ford;Escape;2020;Crossover;Hybrid;Automatic;98765;9973,00;good;Sainte Nicoleboeuf;IDF;France;5;19753,00
Tata;Punch;2020;Crossover;Plug-in Hybrid;Automatic;49917;7454,00;fair;Joelside;NY;US;5;9983,40
Maruti;Baleno;2015;MPV;Petrol;Automatic;159421;2114,00;good;東村山市;Fukuoka;Japan;10;15942,10
Nissan;Rogue;2018;Convertible;Petrol;DCT;76555;4342,00;salvage;Vargas da Praia;MG;Brazil;7;10936,43
Chevrolet;Silverado;2020;Hatchback;Petrol;AMT;82889;6281,00;excellent;North Elizabethtown;NB;Canada;5;16577,80
Skoda;Octavia;2017;Crossover;Hybrid;Manual;75735;5844,00;excellent;North Patrick;NS;Canada;8;9466,88
Mercedes-Benz;GLC;2012;Coupe;Petrol;CVT;153355;2126,00;fair;Johannesburg;GP;South Africa;13;11796,54
Maruti;Wagon R;2019;Pickup;Diesel;Manual;71296;7297,00;fair;荒川区;Tokyo;Japan;6;11882,67
Audi;A4;2018;Convertible;Electric;Automatic;80609;12620,00;good;New Sophieview;NIR;UK;7;11515,57
Hyundai;Tucson;2024;Hatchback;Petrol;Manual;15528;13763,00;fair;印西市;Kyoto;Japan;1;15528,00
Mahindra;XUV700;2014;Convertible;Hybrid;AMT;245836;1769,00;good;川崎市宮前区;Aichi;Japan;11;22348,73
Audi;Q5;2015;Convertible;Electric;Automatic;105501;6627,00;good;South Junehaven;ENG;UK;10;10550,10
BMW;X5;2014;Pickup;Diesel;Automatic;169478;4612,00;good;Durban;NC;South Africa;11;15407,09
Maruti;Dzire;2021;SUV;Diesel;AMT;64550;7379,00;fair;da Mata;MG;Brazil;4;16137,50
BMW;X3;2010;SUV;Petrol;Automatic;312419;2177,00;excellent;Sainte Claudine-sur-Mer;CVL;France;15;20827,93
Honda;Accord;2021;SUV;Petrol;Manual;38043;17866,00;excellent;da Rocha do Sul;AM;Brazil;4;9510,75
Audi;A4;2019;Pickup;Petrol;Automatic;96820;13573,00;good;Barnesmouth;MA;US;6;16136,67
Skoda;Kushaq;2016;Pickup;CNG;Automatic;69289;7201,00;excellent;Johannesburg;NC;South Africa;9;7698,78
Chevrolet;Equinox;2020;Sedan;Petrol;Automatic;101925;10462,00;new;三鷹市;Fukuoka;Japan;5;20385,00
Chevrolet;Malibu;2016;Hatchback;Petrol;Manual;197858;1194,00;salvage;Jalandhar;WB;India;9;21984,22
Volkswagen;Tiguan;2019;SUV;CNG;Manual;127648;8356,00;good;Perleberg;BW;Germany;6;21274,67
Skoda;Kushaq;2020;Convertible;Petrol;Automatic;82583;11292,00;fair;長生郡長柄町;Kanagawa;Japan;5;16516,60
Skoda;Octavia;2018;SUV;Petrol;Manual;79311;7784,00;good;Lynnbury;WLS;UK;7;11330,14
Honda;CR-V;2022;MPV;Petrol;Manual;45918;12834,00;good;Hawkinsshire;MA;US;3;15306,00
Skoda;Slavia;2010;SUV;Diesel;Automatic;113731;1593,00;good;Lindseyshire;VIC;Australia;15;7582,07
Kia;Sportage;2009;SUV;Diesel;Automatic;145122;1231,00;excellent;Elaineburgh;ENG;UK;16;9070,12
Toyota;Camry;2011;Crossover;Petrol;Automatic;109601;1976,00;excellent;Jamesmouth;WA;Australia;14;7828,64
Honda;Accord;2012;Coupe;Petrol;Automatic;260975;1298,00;fair;Nandyal;HR;India;13;20075,00
Mercedes-Benz;GLC;2008;Crossover;Petrol;Manual;416521;1310,00;good;北区;Tokyo;Japan;17;24501,24
Kia;Sorento;2019;Sedan;Electric;Manual;109723;8083,00;good;Alexandre-sur-Daniel;BFC;France;6;18287,17
Chevrolet;Equinox;2019;Pickup;Electric;Automatic;112523;10824,00;fair;Amravati;GJ;India;6;18753,83
Mahindra;Bolero;2013;SUV;Hybrid;Automatic;176845;1701,00;good;Panipat;HR;India;12;14737,08
Chevrolet;Malibu;2012;Van;Hybrid;Manual;137360;1724,00;excellent;Johannesburg;MP;South Africa;13;10566,15
Volkswagen;Jetta;2018;MPV;Petrol;Automatic;99556;5280,00;excellent;Sá;PE;Brazil;7;14222,29
Skoda;Octavia;2019;SUV;Petrol;Automatic;83864;8621,00;good;Arnoldberg;ENG;UK;6;13977,33
Nissan;Altima;2019;Pickup;Petrol;Manual;99026;7944,00;good;Kevinside;MB;Canada;6;16504,33
Tesla;Model Y;2021;Hatchback;Petrol;Automatic;97543;11061,00;fair;Berthelot;PDL;France;4;24385,75
Kia;Sorento;2006;Hatchback;Hybrid;Manual;315926;1313,00;fair;Calau;SH;Germany;19;16627,68
Ford;Explorer;2011;Van;CNG;Manual;284009;1483,00;new;Mettmann;SH;Germany;14;20286,36
Mahindra;Bolero;2012;SUV;Petrol;Automatic;118342;1610,00;excellent;Nunes Grande;PE;Brazil;13;9103,23
Ford;Maverick;2018;Coupe;Petrol;Manual;88221;6325,00;good;da Costa;PA;Brazil;7;12603,00
Kia;Sonet;2013;Sedan;Petrol;Automatic;110504;1993,00;excellent;Meganport;ENG;UK;12;9208,67
Toyota;Fortuner;2016;Sedan;Plug-in Hybrid;Automatic;167567;3302,00;excellent;Schrobenhausen;NW;Germany;9;18618,56
Honda;City;2015;MPV;Plug-in Hybrid;CVT;94228;3192,00;good;Cape Town;FS;South Africa;10;9422,80
Tesla;Model 3;2008;Coupe;Electric;CVT;200782;1285,00;fair;荒川区;Tokyo;Japan;17;11810,71
Kia;Seltos;2025;SUV;Diesel;Automatic;102993;41012,00;like new;Harrisonside;SCT;UK;0;13684,21
Chevrolet;Equinox;2019;MPV;Plug-in Hybrid;Automatic;59679;10629,00;like new;New Ashley;SCT;UK;6;9946,50
Audi;Q5;2016;Sedan;Electric;Automatic;80307;4972,00;fair;East Kristinshire;CA;US;9;8923,00
Tata;Punch;2014;Pickup;Hybrid;DCT;140390;3280,00;good;八千代市;Okinawa;Japan;11;12762,73
Kia;Sportage;2013;SUV;Petrol;Manual;215358;1760,00;fair;Fernandez;GES;France;12;17946,50
Skoda;Slavia;2014;Hatchback;CNG;Manual;159263;2307,00;excellent;Siwan;UP;India;11;14478,45
Mahindra;XUV700;2012;Convertible;Petrol;Automatic;159183;1582,00;excellent;Cape Town;MP;South Africa;13;12244,85
Mercedes-Benz;GLA;2009;Van;Petrol;Manual;143559;1407,00;good;Lake Thomas;FL;US;16;8972,44
Audi;Q3;2020;Crossover;Petrol;Automatic;77445;15488,00;excellent;Dustinchester;IL;US;5;15489,00
Tata;Harrier;2013;Hatchback;Petrol;Automatic;276180;1258,00;good;Chandrapur;GJ;India;12;23015,00
Mahindra;Bolero;2014;Crossover;Hybrid;Automatic;130388;1446,00;good;Bellstad;ENG;UK;11;11853,45
Mahindra;Scorpio;2015;MPV;CNG;Automatic;166038;2454,00;excellent;Lebrunnec;OCC;France;10;16603,80
Honda;CR-V;2014;Coupe;Petrol;Manual;278922;2030,00;good;Bruneau;BFC;France;11;25356,55
Maruti;Ertiga;2014;Hatchback;Hybrid;Automatic;212139;1285,00;good;Biedenkopf;SH;Germany;11;19285,36
Hyundai;Sonata;2021;Coupe;Petrol;Automatic;29408;13415,00;fair;Pereira;RJ;Brazil;4;7352,00
Toyota;RAV4;2024;Coupe;Petrol;Manual;15642;28165,00;like new;Antonioton;TAS;Australia;1;15642,00
Ford;Maverick;2025;Sedan;Petrol;Automatic;102993;29687,00;excellent;West Kimberly;NSW;Australia;0;13684,21
Volkswagen;Jetta;2013;Hatchback;Electric;CVT;137893;1156,00;good;Durban;FS;South Africa;12;11491,08
Tesla;Model Y;2021;Pickup;Diesel;Manual;57511;22227,00;fair;Victoriatown;NT;Australia;4;14377,75
Skoda;Slavia;2017;Coupe;Petrol;Automatic;162343;5633,00;excellent;Sainte Nicolas-les-Bains;HDF;France;8;20292,88
Mahindra;Scorpio;2019;Sedan;Plug-in Hybrid;Automatic;113828;5846,00;excellent;Shimoga;GJ;India;6;18971,33
Hyundai;Creta;2020;Hatchback;CNG;Automatic;76004;7678,00;good;Salem;RJ;India;5;15200,80
Skoda;Octavia;2015;Crossover;Diesel;Manual;104029;3284,00;good;Davidmouth;NS;Canada;10;10402,90
Skoda;Kushaq;2013;Sedan;Plug-in Hybrid;Manual;114708;1711,00;good;Williamsburgh;NT;Australia;12;9559,00
Toyota;Innova;2007;Coupe;Diesel;Automatic;214854;1271,00;fair;Cape Town;KZN;South Africa;18;11936,33
Toyota;RAV4;2017;Hatchback;Plug-in Hybrid;Automatic;89331;3721,00;excellent;West Carolynton;QC;Canada;8;11166,38
Tata;Altroz;2022;MPV;Petrol;Manual;24038;12053,00;excellent;Durban;MP;South Africa;3;8012,67
Honda;Civic;2015;Sedan;Diesel;Automatic;151110;1676,00;fair;Port Reginastad;NS;Canada;10;15111,00
Honda;CR-V;2018;Hatchback;Plug-in Hybrid;Manual;111734;5028,00;excellent;Durand;GES;France;7;15962,00
Mercedes-Benz;C-Class;2018;Sedan;Hybrid;Automatic;57981;10270,00;good;Durban;WC;South Africa;7;8283,00
Tesla;Model Y;2017;Convertible;Electric;Automatic;132157;12519,00;excellent;山武郡九十九里町;Kanagawa;Japan;8;16519,62
Maruti;Ertiga;2016;Van;Petrol;AMT;230875;2022,00;excellent;Mirzapur;UP;India;9;25652,78
Maruti;Baleno;2014;MPV;Electric;CVT;105098;1665,00;good;North Kevin;VIC;Australia;11;9554,36
BMW;5 Series;2012;Convertible;Diesel;AMT;171355;2941,00;good;East Sarahside;AB;Canada;13;13181,15
Chevrolet;Equinox;2019;Crossover;Electric;Manual;119688;10038,00;excellent;Wolgast;RP;Germany;6;19948,00
Nissan;Magnite;2020;MPV;Petrol;Manual;73937;5954,00;salvage;香取郡神崎町;Hokkaido;Japan;5;14787,40
Mercedes-Benz;E-Class;2012;MPV;Electric;Manual;226279;2228,00;good;Saarlouis;BY;Germany;13;17406,08
Tesla;Model Y;2006;Coupe;CNG;CVT;418428;1147,00;excellent;Mango;RJ;India;19;22022,53
Hyundai;Elantra;2013;Van;Diesel;Automatic;159952;1576,00;good;Haywardbury;SCT;UK;12;13329,33
Tesla;Model Y;2014;Coupe;Hybrid;Automatic;228056;3408,00;good;昭島市;Kyoto;Japan;11;20732,36
Skoda;Kushaq;2023;Sedan;Hybrid;DCT;24933;18381,00;excellent;Anantapur;KA;India;2;12466,50
Mahindra;XUV700;2023;SUV;Petrol;Automatic;32542;18062,00;new;Meghanshire;TX;US;2;16271,00
Mahindra;Scorpio;2013;Pickup;CNG;Automatic;112738;2475,00;like new;New Brandon;QLD;Australia;12;9394,83
Volkswagen;Tiguan;2012;Pickup;Hybrid;Manual;314064;2269,00;excellent;Bidar;DL;India;13;24158,77
Mercedes-Benz;GLA;2008;SUV;Diesel;Automatic;332457;1676,00;excellent;Tessier-la-Forêt;IDF;France;17;19556,29
Mercedes-Benz;GLC;2008;Van;Diesel;Manual;417131;1466,00;excellent;香取郡東庄町;Aichi;Japan;17;24537,12
Chevrolet;Malibu;2022;Convertible;Hybrid;Automatic;28081;22164,00;excellent;Pereira de Correia;PR;Brazil;3;9360,33
BMW;3 Series;2021;Pickup;Hybrid;Manual;53037;34214,00;excellent;杉並区;Aichi;Japan;4;13259,25
Audi;Q5;2020;Crossover;Diesel;Automatic;72405;9801,00;salvage;Sainte Victor;ARA;France;5;14481,00
Maruti;Wagon R;2015;Hatchback;Petrol;Automatic;267073;1261,00;good;Senftenberg;HB;Germany;10;26707,30
Mahindra;Bolero;2016;Sedan;Petrol;AMT;133819;1758,00;excellent;Jodimouth;AZ;US;9;14868,78
Ford;Explorer;2016;Convertible;Diesel;Automatic;141091;3734,00;good;das Neves;SP;Brazil;9;15676,78
Mahindra;Bolero;2021;SUV;Petrol;Automatic;44319;10883,00;good;West Rogerfort;ON;Canada;4;11079,75
Hyundai;Elantra;2017;Hatchback;Diesel;Automatic;118580;2303,00;good;Schaeferborough;SA;Australia;8;14822,50
BMW;X5;2021;Coupe;Petrol;Manual;47857;25284,00;excellent;Harrisport;CA;US;4;11964,25
Mahindra;XUV700;2019;SUV;Plug-in Hybrid;Automatic;99925;8166,00;good;Gaya;KA;India;6;16654,17
Kia;Sonet;2023;Coupe;Diesel;Automatic;25889;22360,00;excellent;Shawnborough;NT;Australia;2;12944,50
Tesla;Model 3;2019;Crossover;CNG;CVT;55599;15901,00;excellent;Carolynbury;ON;Canada;6;9266,50
Honda;Civic;2018;MPV;Diesel;Automatic;82543;7820,00;excellent;Kalyan-Dombivli;KA;India;7;11791,86
Tesla;Model 3;2017;Crossover;Petrol;Automatic;132069;5174,00;good;Williamview;CO;US;8;16508,62
Mercedes-Benz;GLA;2019;MPV;Hybrid;Automatic;68996;9266,00;fair;Johannesburg;KZN;South Africa;6;11499,33
Skoda;Kushaq;2014;Crossover;CNG;Automatic;127062;2388,00;excellent;North Travis;NS;Canada;11;11551,09
Audi;Q3;2018;Sedan;Petrol;Automatic;64657;7905,00;fair;Durban;KZN;South Africa;7;9236,71
Nissan;Magnite;2015;Convertible;Hybrid;Automatic;106600;3162,00;fair;West Gregoryburgh;NC;US;10;10660,00
Kia;Seltos;2013;SUV;Diesel;CVT;162390;2797,00;good;Guérin;ARA;France;12;13532,50
Hyundai;i20;2013;Crossover;Petrol;Automatic;157650;1993,00;excellent;Bloemfontein;NW;South Africa;12;13137,50
BMW;3 Series;2013;Coupe;Petrol;Manual;130853;3138,00;good;South Richardmouth;QLD;Australia;12;10904,42
Tesla;Model 3;2021;Convertible;Petrol;Automatic;52543;24865,00;good;New Robert;NJ;US;4;13135,75
Skoda;Octavia;2020;SUV;Petrol;Automatic;89208;11474,00;good;Wolfenbüttel;HB;Germany;5;17841,60
Hyundai;Sonata;2014;Convertible;Diesel;Automatic;143570;3878,00;good;Tiruchirappalli;GJ;India;11;13051,82
Nissan;Altima;2024;Convertible;Hybrid;Automatic;8066;31288,00;good;South James;NS;Canada;1;8066,00
Chevrolet;Malibu;2019;Convertible;Diesel;AMT;99273;8381,00;good;Martinezfort;NY;US;6;16545,50
Audi;Q3;2013;Pickup;Plug-in Hybrid;Automatic;109127;7363,00;good;横浜市中区;Hokkaido;Japan;12;9093,92
Ford;F-150;2024;Sedan;Hybrid;Manual;15998;25280,00;like new;豊島区;Kyoto;Japan;1;15998,00
Chevrolet;Equinox;2007;Crossover;Petrol;Automatic;154747;1225,00;good;West Samantha;ON;Canada;18;8597,06
BMW;X5;2014;Sedan;CNG;Automatic;141617;4926,00;excellent;Freising;SL;Germany;11;12874,27
Hyundai;Sonata;2021;Crossover;Hybrid;Manual;78561;14911,00;excellent;横浜市都筑区;Okinawa;Japan;4;19640,25
BMW;5 Series;2018;SUV;Hybrid;Automatic;134920;11807,00;excellent;Malegaon;TG;India;7;19274,29
BMW;3 Series;2013;Crossover;Hybrid;Automatic;321634;2713,00;good;Lübeck;TH;Germany;12;26802,83
Toyota;Innova;2016;Coupe;Diesel;Automatic;145191;2406,00;salvage;Masson;IDF;France;9;16132,33
Maruti;Dzire;2017;Pickup;Petrol;Automatic;63827;4608,00;fair;Port Stevenport;SCT;UK;8;7978,38
Mahindra;Scorpio;2014;Hatchback;Petrol;Manual;235026;1184,00;good;Saharanpur;HR;India;11;21366,00
Ford;Maverick;2006;Coupe;Petrol;AMT;258070;1261,00;new;Cape Town;FS;South Africa;19;13582,63
Chevrolet;Trax;2020;Crossover;Petrol;Manual;65354;11034,00;excellent;da Cruz;BA;Brazil;5;13070,80
Tesla;Model 3;2023;SUV;Electric;Automatic;15323;47400,00;good;Smithchester;NIR;UK;2;7661,50
Tesla;Model 3;2019;SUV;Hybrid;Automatic;80048;13543,00;good;Schwartzborough;BC;Canada;6;13341,33
Audi;A4;2014;MPV;Petrol;Manual;196585;3497,00;good;小金井市;Okinawa;Japan;11;17871,36
Hyundai;Sonata;2015;Convertible;Diesel;Automatic;166160;3466,00;excellent;West Mohammadstad;SCT;UK;10;16616,00
Nissan;Sentra;2021;Convertible;Petrol;AMT;36583;16673,00;good;New Kaitlyntown;NL;Canada;4;9145,75
Ford;F-150;2013;Hatchback;Plug-in Hybrid;Manual;72278;2497,00;excellent;East London;MP;South Africa;12;6023,17
Nissan;Rogue;2014;Hatchback;Diesel;Automatic;145615;1169,00;fair;Susanfurt;AZ;US;11;13237,73
Nissan;Sentra;2014;Van;Petrol;Automatic;80016;3201,00;good;Clarkeshire;WLS;UK;11;7274,18
Nissan;Altima;2013;Pickup;Hybrid;CVT;89446;2092,00;salvage;Hussainton;WLS;UK;12;7453,83
Tesla;Model Y;2017;Coupe;Diesel;CVT;89264;6727,00;fair;Durban;KZN;South Africa;8;11158,00
Mahindra;XUV700;2015;SUV;Petrol;Automatic;75916;3722,00;excellent;Rogersshire;ENG;UK;10;7591,60
Mercedes-Benz;GLC;2013;Van;Petrol;Manual;148009;4858,00;excellent;長生郡一宮町;Osaka;Japan;12;12334,08
Skoda;Octavia;2013;Hatchback;Petrol;Automatic;88147;1960,00;good;Gravesside;IL;US;12;7345,58
Nissan;Sentra;2020;Convertible;Petrol;Automatic;115270;13562,00;excellent;Samson-la-Forêt;PACA;France;5;23054,00
Honda;Accord;2022;Van;Electric;CVT;20897;19367,00;good;West Lisastad;NIR;UK;3;6965,67
Kia;Seltos;2021;Pickup;Petrol;Manual;80071;18046,00;excellent;山武市;Aichi;Japan;4;20017,75
Volkswagen;Jetta;2010;Sedan;Diesel;Automatic;204569;1210,00;excellent;Kötzting;BW;Germany;15;13637,93
BMW;3 Series;2021;MPV;Petrol;Automatic;54385;17842,00;good;Turnershire;PA;US;4;13596,25
Mahindra;Bolero;2022;SUV;Plug-in Hybrid;Automatic;21939;15603,00;good;Campos;SP;Brazil;3;7313,00
Volkswagen;Jetta;2023;Sedan;Petrol;Automatic;30993;16971,00;excellent;New Stuartfurt;ENG;UK;2;15496,50
Mahindra;Bolero;2012;Van;Petrol;Manual;228812;1310,00;excellent;Vallée;IDF;France;13;17600,92
BMW;5 Series;2024;Hatchback;Petrol;Automatic;23032;24088,00;good;Vadodara;KA;India;1;23032,00
Audi;A4;2018;Crossover;Petrol;Automatic;81470;8246,00;fair;Christinaside;CA;US;7;11638,57
Volkswagen;Jetta;2012;Crossover;Petrol;Manual;188020;1706,00;excellent;Bloemfontein;MP;South Africa;13;14463,08
Skoda;Slavia;2019;Hatchback;Diesel;Manual;57934;6067,00;excellent;Port Lyndatown;ENG;UK;6;9655,67
BMW;5 Series;2010;Van;Diesel;Manual;206191;1851,00;excellent;Jasonborough;WA;US;15;13746,07
Volkswagen;Tiguan;2021;Sedan;CNG;Automatic;81054;11361,00;excellent;Pages;ARA;France;4;20263,50
BMW;X3;2016;Convertible;Plug-in Hybrid;Automatic;51836;12450,00;good;Costela;PE;Brazil;9;5759,56
Honda;City;2015;Coupe;Electric;Manual;145728;4295,00;excellent;Hainichen;SL;Germany;10;14572,80
Volkswagen;Tiguan;2013;Coupe;Petrol;Manual;141283;3297,00;excellent;Ballia;HR;India;12;11773,58
Skoda;Slavia;2016;MPV;CNG;CVT;238711;2694,00;excellent;Feuchtwangen;NI;Germany;9;26523,44
BMW;3 Series;2020;Coupe;Petrol;Automatic;68879;21881,00;excellent;横浜市港北区;Kyoto;Japan;5;13775,80
Tesla;Model 3;2008;Crossover;Petrol;Manual;195227;1376,00;good;North Mark;ENG;UK;17;11483,94
Nissan;Sentra;2013;Crossover;Petrol;Manual;137170;1857,00;good;East London;KZN;South Africa;12;11430,83
Chevrolet;Trax;2023;MPV;Diesel;CVT;41900;17655,00;good;Haldensleben;BY;Germany;2;20950,00
Maruti;Baleno;2014;SUV;Petrol;Manual;274167;1457,00;fair;Haldensleben;ST;Germany;11;24924,27
Tesla;Model Y;2022;Hatchback;Petrol;Automatic;30456;20586,00;excellent;Adrianborough;WLS;UK;3;10152,00
Hyundai;Tucson;2013;Convertible;Electric;Manual;109860;2815,00;good;East London;GP;South Africa;12;9155,00
Volkswagen;Taigun;2019;Crossover;Petrol;Manual;70601;8930,00;excellent;Youngburgh;BC;Canada;6;11766,83
Ford;Maverick;2006;Pickup;Petrol;Automatic;260000;1229,00;desconhecido;South John;NIR;UK;19;13684,21
Ford;F-150;2016;Pickup;Petrol;Automatic;127633;4280,00;excellent;Gabrielleville;QLD;Australia;9;14181,44
Audi;A4;2018;Hatchback;Petrol;Manual;109718;6523,00;fair;Aizawl;RJ;India;7;15674,00
Ford;Maverick;2019;Crossover;Diesel;Automatic;61420;8965,00;good;Port Brandon;AB;Canada;6;10236,67
BMW;5 Series;2016;Coupe;Plug-in Hybrid;Automatic;138486;9012,00;excellent;横浜市泉区;Kyoto;Japan;9;15387,33
Ford;F-150;2022;SUV;Hybrid;DCT;40425;20965,00;excellent;Cape Town;FS;South Africa;3;13475,00
Mercedes-Benz;GLC;2020;Van;Petrol;Automatic;123104;14118,00;good;Strausberg;SH;Germany;5;24620,80
Ford;Escape;2020;Pickup;Electric;Automatic;52904;13676,00;fair;North Stephen;CA;US;5;10580,80
Mercedes-Benz;GLC;2012;Van;Petrol;Automatic;136667;1994,00;fair;Johannesburg;EC;South Africa;13;10512,85
Maruti;Ertiga;2021;Convertible;Petrol;DCT;63416;11934,00;excellent;West Caroleville;ENG;UK;4;15854,00
Audi;Q5;2024;Crossover;Petrol;Automatic;11350;45066,00;excellent;Ribeiro;PA;Brazil;1;11350,00
Volkswagen;Taigun;2019;Convertible;Electric;Automatic;39139;15433,00;good;Fernandes;RS;Brazil;6;6523,17
Maruti;Baleno;2013;Coupe;Plug-in Hybrid;Automatic;73688;2366,00;good;South Adamfort;NC;US;12;6140,67
Mercedes-Benz;GLA;2016;SUV;Petrol;CVT;112489;9658,00;good;Morin;GES;France;9;12498,78
Ford;Maverick;2013;Hatchback;Diesel;CVT;200816;1251,00;good;Mendes;AM;Brazil;12;16734,67
Ford;Escape;2024;MPV;Diesel;Automatic;8843;20181,00;fair;Melindafort;TAS;Australia;1;8843,00
Mahindra;Scorpio;2009;Sedan;Electric;Manual;252323;1235,00;excellent;Lebon;BFC;France;16;15770,19
Maruti;Swift;2013;MPV;Hybrid;Manual;147698;1155,00;good;Ballmouth;ENG;UK;12;12308,17
Nissan;Sentra;2017;Coupe;Diesel;Manual;68320;3510,00;salvage;South Nicoleland;ON;Canada;8;8540,00
Skoda;Kushaq;2019;MPV;Hybrid;Automatic;116411;3845,00;salvage;西東京市;Kyoto;Japan;6;19401,83
Tesla;Model 3;2018;Hatchback;Electric;CVT;86196;6858,00;good;Duanestad;OH;US;7;12313,71
Audi;A4;2015;Hatchback;Petrol;Manual;88920;4653,00;excellent;Bloemfontein;LP;South Africa;10;8892,00
Kia;Sorento;2015;SUV;Electric;Automatic;103892;4405,00;excellent;Pires;AM;Brazil;10;10389,20
Tata;Altroz;2014;Crossover;Petrol;Manual;157967;1408,00;good;Vickiebury;NL;Canada;11;14360,64
Mercedes-Benz;C-Class;2021;Sedan;Petrol;Manual;66523;19209,00;good;Blancdan;PACA;France;4;16630,75
Honda;Civic;2018;Pickup;Hybrid;Automatic;98797;7617,00;good;North Wendy;WLS;UK;7;14113,86
Ford;F-150;2020;SUV;Hybrid;Automatic;48935;6951,00;salvage;East Scott;WA;Australia;5;9787,00
Mercedes-Benz;GLA;2022;SUV;Electric;Automatic;19741;22789,00;salvage;Bloemfontein;EC;South Africa;3;6580,33
Ford;Maverick;2024;Crossover;Petrol;Automatic;15322;22855,00;good;Pimenta;PR;Brazil;1;15322,00
Volkswagen;Jetta;2014;Van;Diesel;Automatic;119481;2495,00;excellent;West Eric;NL;Canada;11;10861,91
Maruti;Dzire;2017;MPV;Hybrid;Automatic;165184;2688,00;good;Bremen;BE;Germany;8;20648,00
Ford;Explorer;2020;Convertible;Petrol;CVT;85151;13705,00;good;Berhampur;KA;India;5;17030,20
Skoda;Kushaq;2015;Pickup;Petrol;Manual;144351;4930,00;good;御蔵島村;Okinawa;Japan;10;14435,10
Skoda;Slavia;2018;Hatchback;Petrol;Automatic;72294;4736,00;good;Careychester;NS;Canada;7;10327,71
Toyota;Fortuner;2017;Van;Hybrid;Automatic;203301;3537,00;excellent;Bad Liebenwerda;NW;Germany;8;25412,62
Chevrolet;Malibu;2020;Crossover;Petrol;Automatic;83048;11166,00;excellent;印旛郡印旛村;Aichi;Japan;5;16609,60
Toyota;Fortuner;2023;Convertible;Hybrid;AMT;24342;27780,00;excellent;Lake Rebekah;MB;Canada;2;12171,00
Chevrolet;Silverado;2012;Coupe;Diesel;Manual;109557;1649,00;fair;Cape Town;EC;South Africa;13;8427,46
Maruti;Dzire;2009;Sedan;Petrol;Automatic;260000;1262,00;good;South Gerald;SCT;UK;16;16250,00
BMW;5 Series;2016;Convertible;Diesel;Automatic;138945;9430,00;good;国立市;Osaka;Japan;9;15438,33
Audi;A4;2025;Convertible;Petrol;Manual;102993;72641,00;excellent;Costela;RS;Brazil;0;13684,21
Audi;Q3;2019;SUV;Petrol;DCT;91717;16309,00;good;鎌ケ谷市;Tokyo;Japan;6;15286,17
Toyota;Corolla;2006;Pickup;Diesel;CVT;366493;1291,00;excellent;東大和市;Aichi;Japan;19;19289,11
Audi;Q5;2017;Hatchback;Petrol;Manual;63798;5905,00;fair;Melissaland;NIR;UK;8;7974,75
Mercedes-Benz;GLA;2011;Crossover;Hybrid;CVT;159226;1971,00;good;West Laurie;WA;Australia;14;11373,29
Mercedes-Benz;C-Class;2005;Crossover;Electric;Automatic;164629;1261,00;good;Saundersfort;NIR;UK;20;8231,45
Audi;Q3;2014;Crossover;Diesel;CVT;137975;3980,00;like new;Mitchellhaven;SK;Canada;11;12543,18
Ford;Escape;2016;Pickup;Petrol;Manual;136350;4071,00;excellent;Lake Saramouth;BC;Canada;9;15150,00
Kia;Sonet;2016;Sedan;Diesel;Automatic;99412;3713,00;excellent;Bloemfontein;WC;South Africa;9;11045,78
Skoda;Slavia;2013;Coupe;Diesel;Automatic;162635;1948,00;excellent;Costa da Prata;BA;Brazil;12;13552,92
BMW;X3;2016;Convertible;CNG;Automatic;71866;5878,00;salvage;Owenfurt;WLS;UK;9;7985,11
Ford;Escape;2014;Coupe;Electric;Automatic;96257;4386,00;good;Wittmund;TH;Germany;11;8750,64
BMW;3 Series;2006;Van;Petrol;CVT;392835;1207,00;excellent;川崎市幸区;Hokkaido;Japan;19;20675,53
